OTU ID,kingdom,phylum,class,order,family,genus,species
OTU7721,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__S-BQ2-57_soil_group,f__norank_o__S-BQ2-57_soil_group,g__norank_f__norank_o__S-BQ2-57_soil_group,s__uncultured_bacterium_g__norank_f__norank_o__S-BQ2-57_soil_group
OTU7743,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_Chloroflexi_bacterium_g__norank_f__JG30-KF-CM45
OTU776,Bacteria,p__Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU7775,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriales_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU7785,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__uncultured_bacterium_g__norank_f__norank_o__Gaiellales
OTU7787,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Kallotenuales,f__AKIW781,g__norank_f__AKIW781,s__uncultured_endolithic_bacterium_g__norank_f__AKIW781
OTU779,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__unclassified_f__Caulobacteraceae,s__unclassified_f__Caulobacteraceae
OTU7797,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU7803,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__uncultured_bacterium_g__Candidatus_Alysiosphaera
OTU7807,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacterium_sp._g__norank_f__norank_o__Vicinamibacterales
OTU7821,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU7835,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__uncultured_bacterium_g__Blastococcus
OTU7846,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU7859,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae
OTU7860,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__uncultured_bacterium_g__norank_f__Pedosphaeraceae
OTU7862,Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__uncultured_bacterium_g__norank_f__norank_o__Subgroup_7
OTU7879,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU7883,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Gemmatimonadaceae
OTU7894,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__uncultured_actinobacterium_g__norank_f__norank_o__norank_c__MB-A2-108
OTU7901,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__bacterium_Ellin501
OTU7905,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__norank_f__Sutterellaceae,s__unclassified_g__norank_f__Sutterellaceae
OTU7920,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__metagenome_g__Nocardioides
OTU7927,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_Chloroflexi_bacterium_g__norank_f__JG30-KF-CM45
OTU7928,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides
OTU7929,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__uncultured_bacterium_g__Singulisphaera
OTU7937,Bacteria,p__SAR324_cladeMarine_group_B,c__norank_p__SAR324_cladeMarine_group_B,o__norank_c__norank_p__SAR324_cladeMarine_group_B,f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B
OTU7946,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU7948,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__unclassified_g__norank_f__norank_o__norank_c__MB-A2-108
OTU7967,Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Candidatus_Soleaferrea,s__uncultured_Clostridiales_bacterium_g__Candidatus_Soleaferrea
OTU7987,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__unclassified_g__Caulobacter
OTU8002,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Lacunisphaera,s__uncultured_bacterium_g__Lacunisphaera
OTU8009,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__MB-A2-108
OTU8017,Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_irradiatisoli
OTU8018,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__uncultured_bacterium_g__Flavisolibacter
OTU8021,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU8027,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__unclassified_g__norank_f__norank_o__norank_c__MB-A2-108
OTU804,Bacteria,p__Elusimicrobiota,c__Lineage_IIa,o__norank_c__Lineage_IIa,f__norank_o__norank_c__Lineage_IIa,g__norank_f__norank_o__norank_c__Lineage_IIa,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIa
OTU8043,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
OTU8074,Bacteria,p__Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteriaceae,g__Rubrobacter,s__metagenome_g__Rubrobacter
OTU8078,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__unclassified_g__Lysinibacillus
OTU8081,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__S32,g__TM7,s__uncultured_bacterium_g__TM7
OTU8087,Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__unclassified_g__Nitrospira
OTU8103,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Roseimicrobium,s__metagenome_g__Roseimicrobium
OTU8107,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__unclassified_g__Pedomicrobium
OTU8108,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__uncultured_bacterium_g__Mesorhizobium
OTU811,Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__unclassified_g__norank_f__Chitinophagaceae
OTU8111,Bacteria,p__Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteriaceae,g__Rubrobacter,s__uncultured_Actinomycetales_bacterium_g__Rubrobacter
OTU8113,Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__unclassified_g__norank_f__norank_o__norank_c__bacteriap25
OTU8126,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__WWH38,g__norank_f__WWH38,s__uncultured_bacterium_g__norank_f__WWH38
OTU8127,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_safensis
OTU8129,Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__unclassified_g__norank_f__LWQ8
OTU8139,Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__MB-A2-108
OTU8146,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU8160,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
OTU8161,Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__unclassified_g__norank_f__norank_o__norank_c__bacteriap25
OTU8162,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__uncultured_Acidobacteria_bacterium_g__norank_f__Vicinamibacteraceae
OTU817,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultivated_soil_bacterium_clone_C028
OTU8171,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU8175,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU8182,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU8191,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__norank_f__Caulobacteraceae,s__uncultured_bacterium_g__norank_f__Caulobacteraceae
OTU8192,Bacteria,p__Patescibacteria,c__norank_p__Patescibacteria,o__norank_c__norank_p__Patescibacteria,f__norank_o__norank_c__norank_p__Patescibacteria,g__norank_f__norank_o__norank_c__norank_p__Patescibacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__Patescibacteria
OTU8194,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides
OTU8199,Bacteria,p__MBNT15,c__norank_p__MBNT15,o__norank_c__norank_p__MBNT15,f__norank_o__norank_c__norank_p__MBNT15,g__norank_f__norank_o__norank_c__norank_p__MBNT15,s__uncultured_Myxococcales_bacterium_g__norank_f__norank_o__norank_c__norank_p__MBNT15
OTU8210,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__Thermomonosporaceae,g__Actinoallomurus,s__Actinoallomurus_sp._g__Actinoallomurus
OTU8230,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__Gemmatimonas_sp._WX54
OTU8235,Bacteria,p__Gemmatimonadota,c__S0134_terrestrial_group,o__norank_c__S0134_terrestrial_group,f__norank_o__norank_c__S0134_terrestrial_group,g__norank_f__norank_o__norank_c__S0134_terrestrial_group,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__S0134_terrestrial_group
OTU8238,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__norank_f__Methyloligellaceae,s__unclassified_g__norank_f__Methyloligellaceae
OTU8244,Bacteria,p__Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU8250,Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g__Haliangium
OTU8251,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__metagenome_g__Devosia
OTU8260,Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__unclassified_g__P3OB-42
OTU8268,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU8273,Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
OTU8274,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__norank_o__Frankiales,g__norank_f__norank_o__Frankiales,s__uncultured_bacterium_g__norank_f__norank_o__Frankiales
OTU8284,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
OTU8292,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
OTU8299,Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Candidatus_Soleaferrea,s__unclassified_g__Candidatus_Soleaferrea
OTU8303,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
OTU8318,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU8322,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
OTU8323,Bacteria,p__Armatimonadota,c__Armatimonadia,o__Armatimonadales,f__norank_o__Armatimonadales,g__norank_f__norank_o__Armatimonadales,s__uncultured_soil_bacterium_g__norank_f__norank_o__Armatimonadales
OTU8326,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__norank_f__Acetobacteraceae,s__unclassified_g__norank_f__Acetobacteraceae
OTU8329,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Chujaibacter,s__unclassified_g__Chujaibacter
OTU8332,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rhodanobacter,s__unclassified_g__Rhodanobacter
OTU8336,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU8338,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU8351,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU8353,Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__TK10
OTU836,Bacteria,p__Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU8365,Bacteria,p__Acidobacteriota,c__AT-s3-28,o__norank_c__AT-s3-28,f__norank_o__norank_c__AT-s3-28,g__norank_f__norank_o__norank_c__AT-s3-28,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__AT-s3-28
OTU8370,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
OTU8371,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
OTU8373,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU8375,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU8378,Bacteria,p__Entotheonellaeota,c__Entotheonellia,o__Entotheonellales,f__Entotheonellaceae,g__norank_f__Entotheonellaceae,s__uncultured_bacterium_g__norank_f__Entotheonellaceae
OTU8379,Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__uncultured_Syntrophobacterales_bacterium_g__norank_f__norank
OTU8384,Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__WX65,g__norank_f__WX65,s__uncultured_bacterium_g__norank_f__WX65
OTU8412,Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Shimazuella,s__uncultured_bacterium_g__Shimazuella
OTU8415,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__unclassified_g__Gaiella
OTU8419,Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
OTU8461,Bacteria,p__Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU8463,Bacteria,p__GAL15,c__norank_p__GAL15,o__norank_c__norank_p__GAL15,f__norank_o__norank_c__norank_p__GAL15,g__norank_f__norank_o__norank_c__norank_p__GAL15,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__GAL15
OTU8464,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_Chloroflexi_bacterium_g__norank_f__JG30-KF-CM45
OTU8468,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__0319-7L14,f__norank_o__0319-7L14,g__norank_f__norank_o__0319-7L14,s__uncultured_actinobacterium_g__norank_f__norank_o__0319-7L14
OTU848,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Vicinamibacter,s__uncultured_bacterium_g__Vicinamibacter
OTU8485,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Nordella,s__uncultured_bacterium_g__Nordella
OTU8493,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__uncultured_bacterium_g__norank_f__norank_o__Gaiellales
OTU8507,Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU8520,Bacteria,p__Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU8525,Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Gemmatimonadaceae
OTU8528,Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_o__norank_c__JG30-KF-CM66,g__norank_f__norank_o__norank_c__JG30-KF-CM66,s__unclassified_g__norank_f__norank_o__norank_c__JG30-KF-CM66
OTU8536,Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU8561,Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio
OTU8565,Bacteria,p__Actinobacteriota,c__Actinobacteria,o__0319-7L14,f__norank_o__0319-7L14,g__norank_f__norank_o__0319-7L14,s__unclassified_g__norank_f__norank_o__0319-7L14
OTU8573,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae,g__Iamia,s__uncultured_Acidimicrobiales_bacterium_g__Iamia
OTU8580,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_Sphingomonadaceae_bacterium_g__Sphingomonas
OTU8585,Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Psychrobacillus,s__unclassified_g__Psychrobacillus
OTU8627,Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__metagenome_g__norank_f__norank_o__norank_c__bacteriap25
OTU8638,Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__uncultured_Verrucomicrobia_bacterium_g__Candidatus_Udaeobacter
OTU864,Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU8649,Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Candidatus_Protochlamydia,s__metagenome_g__Candidatus_Protochlamydia
OTU8651,Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__uncultured_bacterium_g__norank_f__norank_o__Subgroup_7
OTU866,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__uncultured_Solirubrobacter_sp._g__norank_f__67-14
OTU8661,Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__unclassified_g__Subgroup_10
OTU8663,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14
OTU8665,Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank_o__IMCC26256,g__norank_f__norank_o__IMCC26256,s__unclassified_g__norank_f__norank_o__IMCC26256
OTU8669,Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,s__unclassified_g__Solirubrobacter
OTU8677,Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__A21b,g__norank_f__A21b,s__uncultured_soil_bacterium_g__norank_f__A21b
OTU8689,Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Ellin6055,s__metagenome_g__Ellin6055
OTU8691,Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__unclassified_g__Anaeromyxobacter
OTU87,Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Obscuribacterales,f__Obscuribacteraceae,g__norank_f__Obscuribacteraceae,s__metagenome_g__norank_f__Obscuribacteraceae
OTU8708,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__uncultured_Chloroflexi_bacterium_g__norank_f__AKYG1722
OTU8721,Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__uncultured_forest_soil_bacterium_g__Candidatus_Solibacter
OTU8732,Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__metagenome_g__norank_f__JG30-KF-CM45
