"","x"
"OTU442",0
"OTU11763",0
"OTU9172",0
"OTU9876",0
"OTU1294",0
"OTU7068",0
"OTU2825",0
"OTU6602",0
"OTU10920",0
"OTU6886",0
"OTU5331",0
"OTU4001",0
"OTU9535",0
"OTU2361",0
"OTU6873",0
"OTU9160",0
"OTU2538",0
"OTU4350",0
"OTU8643",0
"OTU9858",0
"OTU1964",0
"OTU9391",0
"OTU11076",0
"OTU6610",0
"OTU8194",0
"OTU12139",0
"OTU4197",0
"OTU5653",0
"OTU971",0
"OTU1940",0
"OTU2084",0
"OTU645",0
"OTU5996",0
"OTU2380",0
"OTU5932",0
"OTU4738",0
"OTU9216",0
"OTU10469",0
"OTU11937",0
"OTU7494",0
"OTU11402",0
"OTU9649",0
"OTU9363",0
"OTU10178",0
"OTU2536",0
"OTU4023",0
"OTU10294",0
"OTU9162",0
"OTU8735",0
"OTU8896",0
"OTU11816",0
"OTU6191",0
"OTU10236",0
"OTU10382",0
"OTU6833",0
"OTU207",0
"OTU664",0
"OTU7694",0
"OTU910",0
"OTU2509",0
"OTU849",0
"OTU11079",0
"OTU2519",0
"OTU10548",0
"OTU1815",0
"OTU9533",0
"OTU7006",0
"OTU3060",0
"OTU7638",0
"OTU5921",0
"OTU1858",0
"OTU3412",0
"OTU9889",0
"OTU1748",0
"OTU587",0
"OTU5050",0
"OTU175",0
"OTU3991",0
"OTU2317",0
"OTU1676",0
"OTU11733",0
"OTU10916",0
"OTU4963",0
"OTU5927",0
"OTU7649",0
"OTU9860",0
"OTU9214",0
"OTU8696",0
"OTU525",0
"OTU10431",0
"OTU7063",0
"OTU5985",0
"OTU11444",0
"OTU10593",0
"OTU6650",0
"OTU1741",0
"OTU10924",0
"OTU218",0
"OTU2806",0
"OTU5030",0
"OTU8126",0
"OTU9351",0
"OTU1914",0
"OTU7570",0
"OTU8959",0
"OTU11566",0
"OTU6343",0
"OTU1589",0
"OTU2198",0
"OTU11999",0
"OTU69",0
"OTU6866",0
"OTU11463",0
"OTU11707",0
"OTU11887",0
"OTU5348",0
"OTU2189",0
"OTU2063",0
"OTU8867",0
"OTU4819",0
"OTU9366",0
"OTU11082",0
"OTU7619",0
"OTU163",0
"OTU7866",0
"OTU6920",0
"OTU9908",0
"OTU1769",0
"OTU10065",0
"OTU11332",0
"OTU554",0
"OTU3413",0
"OTU5917",0
"OTU9383",0
"OTU1948",0
"OTU5728",0
"OTU11708",0
"OTU10291",0
"OTU9667",0
"OTU11981",0
"OTU715",0
"OTU427",0
"OTU924",0
"OTU8072",0
"OTU5863",0
"OTU6549",0
"OTU782",0
"OTU1266",0
"OTU11418",0
"OTU8336",0
"OTU11379",0
"OTU9505",0
"OTU2022",0
"OTU9590",0
"OTU767",0
"OTU6918",0
"OTU5381",0
"OTU1936",0
"OTU3475",0
"OTU6175",0
"OTU3191",0
"OTU7516",0
"OTU2514",0
"OTU3518",0
"OTU8538",0
"OTU7544",0
"OTU12148",0
"OTU306",0
"OTU1983",0
"OTU180",0
"OTU3810",0
"OTU1351",0
"OTU2249",0
"OTU5793",0
"OTU10021",0
"OTU346",0
"OTU315",0
"OTU318",0
"OTU268",0
"OTU6414",0
"OTU3007",0
"OTU9773",0
"OTU5209",0
"OTU9326",0
"OTU5279",0
"OTU4065",0
"OTU6491",0
"OTU6027",0
"OTU7709",0
"OTU11879",0
"OTU10861",0
"OTU6058",0
"OTU1636",0
"OTU10309",0
"OTU5798",0
"OTU12098",0
"OTU2038",0
"OTU6889",0
"OTU12334",0
"OTU4144",0
"OTU7585",0
"OTU3045",0
"OTU7145",0
"OTU3928",0
"OTU6297",0
"OTU11156",0
"OTU4086",0
"OTU10387",0
"OTU9936",0
"OTU1951",0
"OTU3850",0
"OTU10935",0
"OTU3308",0
"OTU10419",0
"OTU2701",0
"OTU584",0
"OTU8184",0
"OTU4296",0
"OTU3313",0
"OTU5479",0
"OTU11279",0
"OTU5536",0
"OTU282",0
"OTU5278",0
"OTU4752",0
"OTU2823",0
"OTU1256",0
"OTU412",0
"OTU4587",0
"OTU4357",0
"OTU1321",0
"OTU3177",0
"OTU1146",0
"OTU5179",0
"OTU64",0
"OTU10004",0
"OTU4759",0
"OTU8490",0
"OTU5603",0
"OTU804",0
"OTU284",0
"OTU4416",0
"OTU9702",0
"OTU11023",0
"OTU7352",0
"OTU6679",0
"OTU4702",0
"OTU10266",0
"OTU254",0
"OTU3604",0
"OTU1499",0
"OTU8649",0
"OTU10563",0
"OTU9635",0
"OTU1171",0
"OTU5084",0
"OTU5059",0
"OTU5354",0
"OTU7870",0
"OTU7385",0
"OTU2301",0
"OTU8431",0
"OTU3062",0
"OTU4475",0
"OTU8608",0
"OTU1095",0
"OTU1674",0
"OTU856",0
"OTU1355",0
"OTU5161",0
"OTU1296",0
"OTU10307",0
"OTU3927",0
"OTU9863",0
"OTU9374",0
"OTU8417",0
"OTU785",0
"OTU83",0
"OTU7806",0
"OTU1189",0
"OTU3211",0
"OTU3083",0
"OTU2731",0
"OTU12340",0
"OTU12287",0
"OTU6964",0
"OTU5493",0
"OTU9977",0
"OTU5366",0
"OTU5273",0
"OTU9641",0
"OTU7047",0
"OTU8446",0
"OTU11700",0
"OTU1738",0
"OTU2055",0
"OTU8088",0
"OTU11041",0
"OTU4706",0
"OTU9679",0
"OTU3851",0
"OTU6456",0
"OTU415",0
"OTU10351",0
"OTU7983",0
"OTU5551",0
"OTU2179",0
"OTU2824",0
"OTU7591",0
"OTU2426",0
"OTU10232",0
"OTU6444",0
"OTU2656",0
"OTU2292",0
"OTU4560",0
"OTU11187",0
"OTU2207",0
