"","x"
"1",0.670820393249937
"2",0.866025403784439
"3",NA
"4",NA
"5",NA
"6",NA
"7",NA
"8",-1.6431676725155
"9",-0.243975018237133
"10",-1
"11",-0.5
"12",NA
"13",0.670820393249937
"14",-2.63235501581624
"15",NA
"16",NA
"17",NA
"18",1.37620470640795
"19",-0.243975018237133
"20",-1.22474487139159
"21",NA
"22",NA
"23",0.866025403784439
"24",NA
"25",-0.816496580927726
"26",NA
"27",-0.816496580927726
"28",NA
"29",NA
"30",0.268607654675127
"31",NA
"32",0.243975018237133
"33",-1.22474487139159
"34",1.40329283089125
"35",NA
"36",NA
"37",NA
"38",NA
"39",NA
"40",NA
"41",NA
"42",-0.816496580927726
"43",NA
"44",1.15470053837925
"45",NA
"46",1.22474487139159
"47",-0.447213595499958
"48",0
"49",-0.577350269189626
"50",NA
"51",1
"52",0
"53",0.670820393249937
"54",NA
"55",NA
"56",-0.577350269189626
"57",NA
"58",NA
"59",NA
"60",NA
"61",0
"62",NA
"63",-0.577350269189626
"64",NA
"65",NA
"66",-0.577350269189626
"67",NA
"68",NA
"69",0
"70",0
"71",-1.56524758424985
"72",0
"73",NA
"74",1.15470053837925
"75",-1.95180014589707
"76",0
"77",0
"78",NA
"79",0.866025403784439
"80",0
"81",1.21987509118567
"82",-0.577350269189626
"83",NA
"84",NA
"85",-1.22474487139159
"86",1.22474487139159
"87",0.268607654675127
"88",NA
"89",1.09544511501033
"90",NA
"91",NA
"92",NA
"93",-1.10096376512636
"94",NA
"95",0.408248290463863
"96",-0.866025403784439
"97",NA
"98",0.752101433090355
"99",NA
"100",NA
"101",NA
"102",NA
"103",NA
"104",NA
"105",1.22474487139159
"106",NA
"107",0.182574185835056
"108",-0.27524094128159
"109",0
"110",NA
"111",NA
"112",NA
"113",0.243975018237133
"114",NA
"115",NA
"116",NA
"117",NA
"118",0.268607654675127
"119",NA
"120",NA
"121",1.22474487139159
"122",NA
"123",-0.577350269189626
"124",NA
"125",NA
"126",-1.4142135623731
"127",NA
"128",NA
"129",0
"130",0.268607654675127
"131",1.5
"132",NA
"133",NA
"134",1.15470053837925
"135",0.975900072948533
"136",NA
"137",NA
"138",NA
"139",-0.577350269189626
"140",1.15470053837925
"141",NA
"142",-0.707106781186547
"143",NA
"144",0.268607654675127
"145",NA
"146",-0.975900072948533
"147",NA
"148",-0.577350269189626
"149",NA
"150",NA
"151",NA
"152",NA
"153",-0.577350269189626
"154",NA
"155",NA
"156",NA
"157",1.15470053837925
"158",0.707106781186547
"159",-0.350823207722812
"160",NA
"161",NA
"162",-0.5
"163",NA
"164",NA
"165",-0.577350269189626
"166",0.182574185835056
"167",NA
"168",NA
"169",NA
"170",NA
"171",NA
"172",0.268607654675127
"173",-0.577350269189626
"174",NA
"175",1.22474487139159
"176",1.63299316185545
"177",NA
"178",0.526234811584218
"179",-0.577350269189626
"180",-0.350823207722812
"181",NA
"182",1.15470053837925
"183",-0.866025403784439
"184",NA
"185",NA
"186",NA
"187",0
"188",NA
"189",NA
"190",NA
"191",NA
"192",0.707106781186547
"193",NA
"194",NA
"195",NA
"196",NA
"197",NA
"198",-1.4142135623731
"199",NA
"200",0
"201",NA
"202",NA
"203",NA
"204",NA
"205",-0.577350269189626
"206",NA
"207",NA
"208",NA
"209",1.22474487139159
"210",NA
"211",NA
"212",NA
"213",-0.975900072948533
"214",NA
"215",0
"216",NA
"217",-0.577350269189626
"218",-0.866025403784439
"219",NA
"220",-0.5
"221",NA
"222",NA
"223",-1.22474487139159
"224",NA
"225",-0.866025403784439
"226",0.55048188256318
"227",0
"228",-1.22474487139159
"229",-0.577350269189626
"230",-0.577350269189626
"231",-0.577350269189626
"232",NA
"233",NA
"234",1.15470053837925
"235",NA
"236",NA
"237",NA
"238",NA
"239",NA
"240",-0.577350269189626
"241",1.22474487139159
"242",1.21987509118567
"243",0.866025403784439
"244",NA
"245",NA
"246",NA
"247",0.243975018237133
"248",-1.22474487139159
"249",-0.577350269189626
"250",NA
"251",-1
"252",NA
"253",-1.22474487139159
"254",NA
"255",1
"256",NA
"257",1.15470053837925
"258",NA
"259",0.243975018237133
"260",0.182574185835056
"261",NA
"262",-0.866025403784439
"263",NA
"264",NA
"265",-0.577350269189626
"266",0.707106781186547
"267",-0.577350269189626
"268",NA
"269",NA
"270",-1.22474487139159
"271",0.866025403784439
"272",0.707106781186547
"273",NA
"274",NA
"275",0.268607654675127
"276",NA
"277",0.707106781186547
"278",NA
"279",NA
"280",1.15470053837925
"281",NA
"282",-0.577350269189626
"283",1.15470053837925
"284",-1.22788122702984
"285",1.22474487139159
"286",NA
"287",0.55048188256318
"288",NA
"289",-1.10096376512636
"290",0.408248290463863
"291",NA
"292",NA
"293",NA
"294",NA
"295",NA
"296",NA
"297",NA
"298",NA
"299",NA
"300",NA
"301",NA
"302",NA
"303",NA
"304",NA
"305",NA
"306",-0.912870929175277
"307",-1.22474487139159
"308",NA
"309",NA
"310",NA
"311",NA
"312",NA
"313",NA
"314",-0.912870929175277
"315",0.912870929175277
"316",NA
"317",NA
"318",NA
"319",NA
"320",NA
"321",-1.4142135623731
"322",0
"323",NA
"324",NA
"325",0.912870929175277
"326",NA
"327",1.22474487139159
"328",0
"329",NA
"330",-0.577350269189626
"331",-0.912870929175277
"332",1.15470053837925
"333",NA
"334",-0.577350269189626
"335",NA
"336",0
"337",-0.577350269189626
"338",1.4142135623731
"339",NA
"340",NA
"341",NA
"342",NA
"343",NA
"344",NA
"345",NA
"346",NA
"347",NA
"348",NA
"349",NA
"350",NA
"351",NA
"352",0
"353",NA
"354",NA
"355",0.912870929175277
"356",0
"357",NA
"358",NA
"359",NA
"360",NA
"361",NA
"362",NA
"363",NA
"364",NA
"365",-1.58113883008419
"366",-0.577350269189626
"367",NA
"368",NA
"369",0.866025403784439
"370",-0.866025403784439
"371",-1.493825319275
"372",-0.574548199721152
"373",NA
"374",NA
"375",NA
"376",NA
"377",NA
"378",NA
"379",-0.574548199721152
"380",NA
"381",1.15470053837925
"382",NA
"383",1.15470053837925
"384",-0.866025403784439
"385",NA
"386",NA
"387",NA
"388",0
"389",NA
"390",0
"391",0
"392",NA
"393",NA
"394",NA
"395",0.687614164172529
"396",1.58113883008419
"397",NA
"398",NA
"399",NA
"400",NA
"401",NA
"402",-0.577350269189626
"403",NA
"404",NA
"405",NA
"406",NA
"407",NA
"408",NA
"409",NA
"410",-0.574548199721152
"411",NA
"412",NA
"413",NA
"414",NA
"415",NA
"416",NA
"417",0
"418",NA
"419",1.15470053837925
"420",-1.22474487139159
"421",NA
"422",NA
"423",NA
"424",NA
"425",NA
"426",NA
"427",NA
"428",NA
"429",NA
"430",1.26400603938653
"431",NA
"432",1.15470053837925
"433",0.344728919832691
"434",NA
"435",NA
"436",0
"437",0.344728919832691
"438",NA
"439",NA
"440",-0.577350269189626
"441",NA
"442",NA
"443",NA
"444",0.344728919832691
"445",NA
"446",-0.577350269189626
"447",-0.574548199721152
"448",NA
"449",-0.574548199721152
"450",NA
"451",1.80364479060251
"452",1.22474487139159
"453",-0.577350269189626
"454",NA
"455",NA
"456",NA
"457",1.15470053837925
"458",NA
"459",NA
"460",NA
"461",0.0687614164172529
"462",NA
"463",-0.577350269189626
"464",NA
"465",0.344728919832691
"466",1.15470053837925
"467",-0.866025403784439
"468",NA
"469",NA
"470",0.670820393249937
"471",-1.22474487139159
"472",0.0450911197650628
"473",0
"474",NA
"475",-0.574548199721152
"476",0.0450911197650628
"477",-0.577350269189626
"478",-0.577350269189626
"479",-0.577350269189626
"480",-1.493825319275
"481",0.0450911197650628
"482",-0.577350269189626
"483",1.15470053837925
"484",-0.550091331338023
"485",NA
"486",NA
"487",-1.1689440790933
"488",-0.577350269189626
"489",-0.541093437180753
"490",-0.577350269189626
"491",0.866025403784439
"492",NA
"493",-0.541093437180753
"494",NA
"495",0.0687614164172529
"496",0
"497",1.80364479060251
"498",-0.577350269189626
"499",NA
"500",NA
"501",-0.447213595499958
"502",-0.577350269189626
"503",-0.541093437180753
"504",NA
"505",NA
"506",0.344728919832691
"507",1.15470053837925
"508",NA
"509",0.670820393249937
"510",-0.577350269189626
"511",-1.12727799412657
"512",0.687614164172529
"513",NA
"514",2.18328315894038
"515",1.15470053837925
"516",NA
"517",0.866025403784439
"518",1.92531965968308
"519",NA
"520",NA
"521",NA
"522",NA
"523",-0.550091331338023
"524",0.631275676710878
"525",0
"526",NA
"527",NA
"528",NA
"529",1.26400603938653
"530",NA
"531",0
"532",NA
"533",-0.577350269189626
"534",NA
"535",-0.866025403784439
"536",NA
"537",-1.1689440790933
"538",1.22474487139159
"539",NA
"540",NA
"541",NA
"542",NA
"543",0.866025403784439
"544",NA
"545",NA
"546",-1.12727799412657
"547",NA
"548",NA
"549",NA
"550",NA
"551",0.631275676710878
"552",1.15470053837925
"553",-0.577350269189626
"554",NA
"555",NA
"556",NA
"557",1.15470053837925
"558",NA
"559",NA
"560",NA
"561",NA
"562",0.866025403784439
"563",NA
"564",NA
"565",NA
"566",NA
"567",NA
"568",NA
