"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",-0.866025403784439
"6",NA
"7",NA
"8",-0.577350269189626
"9",NA
"10",1.09544511501033
"11",0.866025403784439
"12",1.15470053837925
"13",1.4142135623731
"14",NA
"15",NA
"16",NA
"17",0.670820393249937
"18",-0.730296743340221
"19",0.645497224367903
"20",-0.210818510677892
"21",-0.577350269189626
"22",0
"23",NA
"24",-1.43427433120127
"25",0
"26",NA
"27",NA
"28",0.540061724867322
"29",NA
"30",0.816496580927726
"31",NA
"32",1.15470053837925
"33",1.09544511501033
"34",NA
"35",NA
"36",0.645497224367903
"37",NA
"38",-1.22788122702984
"39",0.540061724867322
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",0
"46",NA
"47",NA
"48",NA
"49",0.843274042711568
"50",-1.62018517460197
"51",NA
"52",1.09544511501033
"53",NA
"54",-0.577350269189626
"55",NA
"56",NA
"57",NA
"58",-0.239045721866879
"59",0.843274042711568
"60",-0.577350269189626
"61",1.22474487139159
"62",NA
"63",NA
"64",NA
"65",NA
"66",NA
"67",NA
"68",NA
"69",NA
"70",NA
"71",-1.29099444873581
"72",NA
"73",-1.62018517460197
"74",NA
"75",NA
"76",NA
"77",NA
"78",NA
"79",-0.866025403784439
"80",-0.577350269189626
"81",NA
"82",NA
"83",NA
"84",0.526234811584218
"85",1.15470053837925
"86",NA
"87",0.645497224367903
"88",-1.63299316185545
"89",NA
"90",NA
"91",NA
"92",-0.866025403784439
"93",NA
"94",-1.26491106406735
"95",-0.730296743340221
"96",NA
"97",-0.239045721866879
"98",-1.22474487139159
"99",-0.577350269189626
"100",0
"101",-0.577350269189626
"102",-0.540061724867322
"103",NA
"104",0.866025403784439
"105",0.670820393249937
"106",-0.350823207722812
"107",NA
"108",NA
"109",NA
"110",NA
"111",-0.577350269189626
"112",0.956182887467515
"113",-0.866025403784439
"114",NA
"115",0.866025403784439
"116",NA
"117",NA
"118",NA
"119",NA
"120",-1.29099444873581
"121",0.540061724867322
"122",-1.79195734076208
"123",1.15470053837925
"124",-0.447213595499958
"125",NA
"126",0.816496580927726
"127",NA
"128",NA
"129",NA
"130",NA
"131",NA
"132",NA
"133",NA
"134",NA
"135",0.670820393249937
"136",-0.540061724867322
"137",0.645497224367903
"138",NA
"139",NA
"140",-1.56524758424985
"141",0
"142",-0.730296743340221
"143",1.15470053837925
"144",NA
"145",0.90010287477887
"146",-0.866025403784439
"147",-0.912870929175277
"148",NA
"149",NA
"150",NA
"151",NA
"152",NA
"153",1.40329283089125
"154",-0.577350269189626
"155",NA
"156",-1.56524758424985
"157",0.540061724867322
"158",NA
"159",0.670820393249937
"160",1.15470053837925
"161",NA
"162",-0.577350269189626
"163",NA
"164",1.15470053837925
"165",NA
"166",0.645497224367903
"167",NA
"168",NA
"169",NA
"170",NA
"171",1.82574185835055
"172",NA
"173",NA
"174",NA
"175",-0.577350269189626
"176",NA
"177",NA
"178",NA
"179",0.645497224367903
"180",NA
"181",0.843274042711568
"182",NA
"183",NA
"184",-1.56524758424985
"185",-0.577350269189626
"186",NA
"187",0.670820393249937
"188",-0.577350269189626
"189",NA
"190",NA
"191",0.182574185835056
"192",0.90010287477887
"193",NA
"194",-0.737864787372622
"195",0.843274042711568
"196",NA
"197",NA
"198",NA
"199",-0.866025403784439
"200",0.866025403784439
"201",0.182574185835056
"202",-0.577350269189626
"203",NA
"204",NA
"205",0.670820393249937
"206",NA
"207",0
"208",-0.408248290463863
"209",NA
"210",NA
"211",NA
"212",-0.577350269189626
"213",NA
"214",NA
"215",0.90010287477887
"216",-0.577350269189626
"217",NA
"218",NA
"219",-0.577350269189626
"220",0.866025403784439
"221",NA
"222",NA
"223",NA
"224",NA
"225",0.866025403784439
"226",NA
"227",NA
"228",-0.577350269189626
"229",0.670820393249937
"230",-0.866025403784439
"231",-1.29099444873581
"232",0.816496580927726
"233",-0.577350269189626
"234",0.670820393249937
"235",NA
"236",0.956182887467515
"237",0.645497224367903
"238",-0.866025403784439
"239",0.540061724867322
"240",0.956182887467515
"241",1.15470053837925
"242",NA
"243",-0.912870929175277
"244",-0.239045721866879
"245",0
"246",-0.239045721866879
"247",NA
"248",NA
"249",1.15470053837925
"250",0.866025403784439
"251",-0.577350269189626
"252",NA
"253",-0.577350269189626
"254",-0.210818510677892
"255",-0.447213595499958
"256",1.15470053837925
"257",-0.866025403784439
"258",0.645497224367903
"259",-1.26014402469042
"260",-1.6431676725155
"261",-1.43427433120127
"262",NA
"263",0.866025403784439
"264",0.956182887467515
"265",NA
"266",NA
"267",0.866025403784439
"268",-0.577350269189626
"269",-0.866025403784439
"270",NA
"271",0.670820393249937
"272",-0.350823207722812
"273",-1.4142135623731
"274",-0.577350269189626
"275",-1.29099444873581
"276",-0.408248290463863
"277",NA
"278",NA
"279",0.843274042711568
"280",NA
"281",NA
"282",NA
"283",NA
"284",0.90010287477887
"285",1.15470053837925
"286",-1.26014402469042
"287",NA
"288",NA
"289",NA
"290",0.182574185835056
"291",NA
"292",NA
"293",NA
"294",NA
"295",NA
"296",0
"297",1.15470053837925
"298",NA
"299",NA
"300",NA
"301",NA
"302",-0.577350269189626
"303",-0.447213595499958
"304",NA
"305",NA
"306",-0.577350269189626
"307",NA
"308",-0.577350269189626
"309",1.15470053837925
"310",NA
"311",NA
"312",NA
"313",NA
"314",NA
"315",NA
"316",-0.577350269189626
"317",NA
"318",1.15470053837925
"319",NA
"320",NA
"321",NA
"322",-0.577350269189626
"323",NA
"324",NA
"325",NA
"326",NA
"327",NA
"328",NA
"329",NA
"330",NA
"331",NA
"332",NA
"333",NA
"334",NA
"335",NA
"336",NA
"337",NA
"338",NA
"339",-0.577350269189626
"340",NA
"341",NA
"342",-0.577350269189626
"343",1.15470053837925
"344",NA
"345",-0.577350269189626
"346",NA
"347",NA
"348",NA
"349",NA
"350",NA
"351",-0.577350269189626
"352",NA
"353",NA
"354",-0.577350269189626
"355",NA
"356",NA
"357",NA
"358",NA
"359",NA
"360",NA
"361",NA
"362",NA
"363",NA
"364",NA
"365",NA
"366",NA
"367",NA
"368",NA
"369",NA
"370",NA
"371",NA
"372",NA
"373",NA
"374",NA
"375",NA
"376",-0.577350269189626
"377",NA
"378",NA
"379",NA
"380",NA
"381",NA
"382",NA
"383",NA
"384",NA
"385",1.15470053837925
"386",1.15470053837925
"387",NA
"388",NA
"389",NA
"390",NA
"391",0.540061724867322
"392",NA
"393",NA
"394",NA
"395",NA
"396",NA
"397",NA
"398",NA
"399",NA
"400",NA
"401",0.866025403784439
"402",NA
"403",NA
"404",-0.577350269189626
"405",NA
"406",NA
"407",1.15470053837925
"408",-0.577350269189626
"409",1.15470053837925
"410",-0.577350269189626
"411",NA
"412",-0.577350269189626
"413",1.15470053837925
"414",1.15470053837925
"415",NA
"416",0.866025403784439
"417",NA
"418",NA
"419",NA
"420",NA
"421",NA
"422",NA
"423",1.15470053837925
"424",NA
"425",NA
"426",NA
"427",-0.577350269189626
"428",-0.577350269189626
"429",NA
"430",NA
"431",NA
"432",NA
"433",0.730296743340221
"434",-0.577350269189626
"435",NA
"436",0.730296743340221
"437",NA
"438",-1.23499396113245
"439",NA
"440",NA
"441",NA
"442",NA
"443",NA
"444",0.866025403784439
"445",-0.577350269189626
"446",NA
"447",NA
"448",NA
"449",-1.09544511501033
"450",NA
"451",NA
"452",NA
"453",NA
"454",-0.577350269189626
"455",NA
"456",NA
"457",-0.577350269189626
"458",NA
"459",NA
"460",NA
"461",NA
"462",0
"463",NA
"464",-1.09544511501033
"465",NA
"466",NA
"467",NA
"468",-1.09544511501033
"469",NA
"470",NA
"471",-0.577350269189626
"472",NA
"473",NA
"474",NA
"475",NA
"476",1.15470053837925
"477",NA
"478",NA
"479",NA
"480",NA
"481",0.336816534854304
"482",NA
"483",NA
"484",0
"485",NA
"486",NA
"487",-0.577350269189626
"488",NA
"489",NA
"490",NA
"491",NA
"492",1.12272178284768
"493",NA
"494",NA
"495",NA
"496",1.15470053837925
"497",0
"498",0
"499",NA
"500",1.22474487139159
"501",NA
"502",NA
"503",-1.22474487139159
"504",-0.577350269189626
"505",NA
"506",NA
"507",0.336816534854304
"508",-0.577350269189626
"509",0.730296743340221
"510",NA
"511",-0.866025403784439
"512",NA
"513",NA
"514",1.22474487139159
"515",NA
"516",-0.866025403784439
"517",1.15470053837925
"518",NA
"519",1.15470053837925
"520",-0.577350269189626
"521",NA
"522",-0.577350269189626
"523",NA
"524",-0.577350269189626
"525",NA
"526",-0.866025403784439
"527",-0.866025403784439
"528",-0.577350269189626
"529",NA
"530",0.866025403784439
"531",0.866025403784439
"532",1.12272178284768
"533",NA
"534",-0.577350269189626
"535",NA
"536",NA
"537",-0.577350269189626
"538",NA
"539",-0.866025403784439
"540",NA
"541",-1.23499396113245
"542",NA
"543",NA
"544",NA
"545",NA
"546",NA
"547",NA
"548",1.15470053837925
"549",0.730296743340221
"550",-0.577350269189626
"551",0.866025403784439
"552",-0.577350269189626
"553",-0.577350269189626
"554",NA
"555",NA
"556",NA
"557",NA
"558",NA
"559",1.15470053837925
"560",NA
"561",-1.09544511501033
"562",NA
"563",NA
"564",-0.577350269189626
"565",NA
"566",0.730296743340221
"567",-0.577350269189626
"568",-0.577350269189626
"569",-0.449088713139072
"570",-0.866025403784439
"571",NA
"572",NA
"573",NA
"574",-0.577350269189626
"575",NA
"576",1.15470053837925
"577",NA
"578",NA
"579",0.730296743340221
"580",1.15470053837925
"581",1.15470053837925
"582",NA
"583",NA
"584",NA
"585",NA
"586",-0.577350269189626
"587",NA
"588",NA
"589",NA
"590",NA
"591",NA
"592",NA
"593",1.15470053837925
"594",NA
"595",-1.22474487139159
"596",NA
"597",0.866025403784439
"598",NA
"599",NA
"600",NA
"601",-0.577350269189626
"602",NA
