"","x"
"OTU12239",0
"OTU10480",0
"OTU5499",0
"OTU6432",0
"OTU10160",0
"OTU562",0
"OTU5350",0
"OTU10208",0
"OTU12290",0
"OTU12269",0
"OTU30",0
"OTU625",0
"OTU6886",0
"OTU10719",0
"OTU9211",0
"OTU7253",0
"OTU5973",1.11022302462516e-16
"OTU12274",0
"OTU10363",0
"OTU2736",0
"OTU388",0
"OTU1703",0
"OTU11975",0
"OTU620",0
"OTU4052",0
"OTU10918",0
"OTU9989",0
"OTU3777",0
"OTU10955",0
"OTU7859",0
"OTU3565",0
"OTU7579",0
"OTU4338",0
"OTU6177",0
"OTU11058",0
"OTU4717",0
"OTU3422",0
"OTU4775",0
"OTU9895",0
"OTU6317",0
"OTU10803",0
"OTU11076",0
"OTU2879",0
"OTU2067",0
"OTU4184",0
"OTU10003",0
"OTU2386",0
"OTU4168",0
"OTU1316",0
"OTU6972",0
"OTU3778",0
"OTU3136",0
"OTU5247",0
"OTU9171",0
"OTU4756",0
"OTU754",0
"OTU12316",0
"OTU2083",0
"OTU9216",0
"OTU9678",0
"OTU4960",0
"OTU12262",0
"OTU6855",0
"OTU6227",0
"OTU7224",0
"OTU7525",0
"OTU4023",0
"OTU639",0
"OTU6000",0
"OTU9162",0
"OTU11743",0
"OTU8735",0
"OTU8896",0
"OTU9877",0
"OTU10029",0
"OTU8969",0
"OTU11750",0
"OTU5010",0
"OTU3226",0
"OTU3949",0
"OTU910",0
"OTU11079",0
"OTU12360",0
"OTU11416",0
"OTU10251",0
"OTU6667",0
"OTU5047",0
"OTU5004",0
"OTU10306",0
"OTU11350",0
"OTU507",0
"OTU5310",0
"OTU7400",0
"OTU3371",0
"OTU8657",0
"OTU11404",0
"OTU6370",0
"OTU8011",0
"OTU11152",1.11022302462516e-16
"OTU5046",0
"OTU2619",0
"OTU9214",0
"OTU1593",0
"OTU5565",0
"OTU2962",0
"OTU2334",0
"OTU10066",0
"OTU1163",0
"OTU10431",0
"OTU7063",0
"OTU10593",0
"OTU6650",0
"OTU11746",0
"OTU7438",0
"OTU6319",0
"OTU10356",0
"OTU8126",0
"OTU8528",0
"OTU9351",0
"OTU1914",0
"OTU3962",0
"OTU2661",0
"OTU3272",0
"OTU8959",0
"OTU8224",0
"OTU2198",0
"OTU840",1.11022302462516e-16
"OTU6300",0
"OTU12175",0
"OTU9923",0
"OTU5794",0
"OTU2840",0
"OTU8658",1.11022302462516e-16
"OTU10018",0
"OTU853",0
"OTU11978",0
"OTU7609",0
"OTU11632",0
"OTU11433",0
"OTU6531",1.11022302462516e-16
"OTU1542",0
"OTU4701",0
"OTU11457",0
"OTU11386",0
"OTU11082",0
"OTU12082",0
"OTU11904",0
"OTU9828",0
"OTU208",0
"OTU9956",0
"OTU5373",0
"OTU2822",0
"OTU9908",0
"OTU7664",0
"OTU184",0
"OTU2528",0
"OTU5339",0
"OTU2690",1.11022302462516e-16
"OTU8376",0
