"","x"
"1",-1.74581291474579
"2",1.15470053837925
"3",-0.866025403784439
"4",0.0907841299003203
"5",NA
"6",NA
"7",NA
"8",NA
"9",NA
"10",NA
"11",NA
"12",-1.29099444873581
"13",0.123508045438893
"14",NA
"15",NA
"16",0.0907841299003203
"17",0.795592252958155
"18",NA
"19",-1.29099444873581
"20",-1.43427433120127
"21",NA
"22",-0.577350269189626
"23",NA
"24",NA
"25",-0.544704779401922
"26",0
"27",0.182574185835056
"28",-0.975900072948533
"29",NA
"30",1.5
"31",-0.0387958425499064
"32",1.09544511501033
"33",-1.22474487139159
"34",-0.465550110598878
"35",0.866025403784439
"36",NA
"37",0
"38",NA
"39",NA
"40",NA
"41",-0.730296743340221
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",0.866025403784439
"49",-0.730296743340221
"50",1.21987509118567
"51",1.21987509118567
"52",0.866025403784439
"53",NA
"54",-1.7291126361445
"55",-0.243975018237133
"56",0.741048272633356
"57",NA
"58",-0.866025403784439
"59",NA
"60",-0.447213595499958
"61",0.133630620956212
"62",NA
"63",NA
"64",NA
"65",-0.544704779401922
"66",NA
"67",-0.494032181755571
"68",-1.18019368870416
"69",NA
"70",NA
"71",1.15470053837925
"72",NA
"73",NA
"74",-0.494032181755571
"75",NA
"76",NA
"77",1.09544511501033
"78",0.866025403784439
"79",0.449088713139072
"80",-0.494032181755571
"81",0.0907841299003203
"82",NA
"83",-1.31905864669682
"84",0.623609564462324
"85",NA
"86",0.956182887467515
"87",-0.378204679244474
"88",NA
"89",-0.494032181755571
"90",0.623609564462324
"91",-0.243975018237133
"92",-0.198898063239539
"93",-0.198898063239539
"94",1.24146696159701
"95",0.956182887467515
"96",-0.465550110598878
"97",1.22474487139159
"98",NA
"99",1.17885787199006
"100",-0.591607978309962
"101",-0.975900072948533
"102",1.63299316185545
"103",NA
"104",NA
"105",NA
"106",-0.447213595499958
"107",NA
"108",NA
"109",NA
"110",NA
"111",NA
"112",NA
"113",-0.705982067923019
"114",0
"115",-0.243975018237133
"116",NA
"117",0
"118",-0.975900072948533
"119",0.645497224367902
"120",-0.577350269189626
"121",-0.447213595499958
"122",-0.645497224367903
"123",NA
"124",0
"125",NA
"126",1.23499396113245
"127",1.97612872702228
"128",-1.03375945660156
"129",NA
"130",1.09544511501033
"131",0
"132",-0.239045721866879
"133",2.36643191323985
"134",-0.866025403784439
"135",NA
"136",-0.239045721866879
"137",-0.866025403784439
"138",0
"139",-1.12272178284768
"140",0.277350098112614
"141",NA
"142",0
"143",NA
"144",NA
"145",NA
"146",-0.577350269189626
"147",-1.73719807243076
"148",1.58845965282679
"149",NA
"150",-0.0387958425499064
"151",NA
"152",-0.730296743340221
"153",NA
"154",-0.447213595499958
"155",-0.0387958425499064
"156",-1.24721912892465
"157",0
"158",0.795592252958155
"159",1.21987509118567
"160",NA
"161",-0.447213595499958
"162",NA
"163",NA
"164",NA
"165",1.17885787199006
"166",0.645497224367902
"167",-0.816496580927726
"168",1.22474487139159
"169",0.623609564462324
"170",1.21987509118567
"171",-0.705982067923019
"172",NA
"173",NA
"174",NA
"175",NA
"176",NA
"177",NA
"178",-0.645497224367903
"179",NA
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",NA
"189",-0.866025403784439
"190",1.21987509118567
"191",NA
"192",-0.447213595499958
"193",1.78885438199983
"194",NA
"195",0.623609564462324
"196",NA
"197",NA
"198",0.741048272633356
"199",-0.336816534854304
"200",-0.378204679244474
"201",NA
"202",0.133630620956212
"203",NA
"204",1.0690449676497
"205",NA
"206",1.93649167310371
"207",0
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",1.99725085780705
"214",NA
"215",NA
"216",-0.801783725737273
"217",1.22474487139159
"218",NA
"219",1.22474487139159
"220",NA
"221",NA
"222",NA
"223",-1.22474487139159
"224",NA
"225",NA
"226",-0.239045721866879
"227",NA
"228",NA
"229",0.795592252958155
"230",NA
"231",NA
"232",NA
"233",NA
"234",-0.243975018237133
"235",1.15470053837925
"236",NA
"237",NA
"238",NA
"239",-0.577350269189626
"240",1.24146696159701
"241",0.623609564462324
"242",-0.916889455992272
"243",NA
"244",NA
"245",-0.243975018237133
"246",0
"247",-0.239045721866879
"248",NA
"249",NA
"250",-0.916889455992272
"251",NA
"252",NA
"253",NA
"254",NA
"255",0
"256",-0.645497224367903
"257",NA
"258",NA
"259",-0.916889455992272
"260",NA
"261",0
"262",-1.69063353753608
"263",0.956182887467515
"264",0
"265",-1.12272178284768
"266",NA
"267",0.182574185835056
"268",0.866025403784439
"269",0
"270",-0.392952623996688
"271",-0.577350269189626
"272",0.645497224367902
"273",NA
"274",NA
"275",1.23499396113245
"276",-0.866025403784439
"277",0.866025403784439
"278",-1.36153684528011
"279",NA
"280",NA
"281",-0.198898063239539
"282",-0.591607978309962
"283",NA
"284",NA
"285",NA
"286",NA
"287",-1.69063353753608
"288",NA
"289",-0.591607978309962
"290",NA
"291",NA
"292",1.78885438199983
"293",-0.5
"294",1.93649167310371
"295",0
"296",-0.05042729056593
"297",-0.866025403784439
"298",1.58845965282679
"299",NA
"300",-0.577350269189626
"301",-1.22474487139159
"302",-0.5
"303",-1.43427433120127
"304",0.956182887467515
"305",-1.6431676725155
"306",NA
"307",1.17885787199006
"308",-0.645497224367903
"309",-0.447213595499958
"310",NA
"311",NA
"312",-0.866025403784439
"313",NA
"314",NA
"315",0.182574185835056
"316",NA
"317",NA
"318",-0.866025403784439
"319",-0.5
"320",-0.591607978309962
"321",NA
"322",-1.87082869338697
"323",-0.378204679244474
"324",NA
"325",0.123508045438893
"326",0.866025403784439
"327",-0.392952623996688
"328",NA
"329",NA
"330",NA
"331",1.22474487139159
"332",NA
"333",NA
"334",NA
"335",-0.336816534854304
"336",-0.645497224367903
"337",-1.22474487139159
"338",1.24146696159701
"339",NA
"340",0.387958425499065
"341",NA
"342",-0.975900072948533
"343",0.645497224367902
"344",1.15470053837925
"345",-0.866025403784439
"346",-0.645497224367903
"347",-1.22474487139159
"348",0
"349",-0.577350269189626
"350",1.0690449676497
"351",NA
"352",-0.975900072948533
"353",-0.447213595499958
"354",-0.243975018237133
"355",-0.05042729056593
"356",NA
"357",0
"358",0
"359",NA
"360",0
"361",NA
"362",NA
"363",NA
"364",-0.577350269189626
"365",NA
"366",-0.577350269189626
"367",-0.975900072948533
"368",1.58845965282679
"369",NA
"370",NA
"371",-0.816496580927726
"372",NA
"373",-0.577350269189626
"374",NA
"375",NA
"376",NA
"377",NA
"378",NA
"379",NA
"380",-0.577350269189626
"381",NA
"382",NA
"383",NA
"384",NA
"385",NA
"386",NA
"387",NA
"388",NA
"389",NA
"390",NA
"391",NA
"392",NA
"393",NA
"394",NA
"395",NA
"396",NA
"397",-0.577350269189626
"398",-0.577350269189626
"399",NA
"400",NA
"401",NA
"402",1.80952380952381
"403",NA
"404",NA
"405",NA
"406",NA
"407",NA
"408",1.15470053837925
"409",0.56980288229819
"410",-1.82336922335421
"411",NA
"412",NA
"413",NA
"414",NA
"415",NA
"416",NA
"417",NA
"418",NA
"419",NA
"420",0.0952380952380953
"421",NA
"422",NA
"423",NA
"424",NA
"425",-0.761904761904762
"426",NA
"427",-1.02564518813674
"428",NA
"429",-0.761904761904762
"430",NA
"431",NA
"432",0.56980288229819
"433",0.56980288229819
"434",NA
"435",NA
"436",0.56980288229819
"437",NA
"438",NA
"439",NA
"440",NA
"441",NA
"442",NA
"443",NA
"444",NA
"445",0.0952380952380953
"446",NA
"447",0.952380952380952
"448",NA
"449",NA
"450",NA
"451",NA
"452",-0.577350269189626
"453",0.56980288229819
"454",0.0952380952380953
"455",NA
"456",NA
"457",NA
"458",NA
"459",1.15470053837925
"460",NA
"461",NA
"462",NA
"463",NA
"464",0.0952380952380953
"465",NA
"466",NA
"467",NA
"468",NA
"469",-0.866025403784439
"470",NA
"471",NA
"472",NA
"473",-0.488788999808122
"474",-0.577350269189626
"475",0.866025403784439
"476",NA
"477",1.22474487139159
"478",NA
"479",NA
"480",-0.945110931216246
"481",0.795592252958155
"482",0.730296743340221
"483",NA
"484",-1.09544511501033
"485",0.152746562440038
"486",0.866025403784439
"487",-0.809556780932202
"488",-1.13032456205628
"489",NA
"490",-0.945110931216246
"491",NA
"492",-0.165260171758799
"493",NA
"494",0.866025403784439
"495",NA
"496",NA
"497",NA
"498",-0.577350269189626
"499",0.866025403784439
"500",NA
"501",0.152746562440038
"502",NA
"503",1.45401681725576
"504",NA
"505",NA
"506",NA
"507",NA
"508",0.730296743340221
"509",NA
"510",NA
"511",NA
"512",1.21987509118567
"513",-0.168021218684042
"514",0.730296743340221
"515",NA
"516",1.15470053837925
"517",-0.908513525158996
"518",0.152746562440038
"519",-0.577350269189626
"520",0.795592252958155
"521",NA
"522",0.866025403784439
"523",-0.577350269189626
"524",NA
"525",-0.279542623125845
"526",NA
"527",NA
"528",1.15470053837925
"529",-0.577350269189626
"530",-0.870571500132014
"531",NA
"532",NA
"533",-0.866025403784439
"534",NA
"535",0.152746562440038
"536",1.15470053837925
"537",NA
"538",NA
"539",0.349428278907306
"540",NA
"541",-1.16666666666667
"542",0
"543",NA
"544",1.30585725019802
"545",NA
"546",NA
"547",1.15470053837925
"548",NA
"549",NA
"550",-1.3220813740704
"551",-1.13032456205628
"552",-0.866025403784439
"553",NA
"554",1.15470053837925
"555",NA
"556",-0.488788999808122
"557",-0.866025403784439
"558",NA
"559",0.349428278907306
"560",NA
"561",-0.577350269189626
"562",NA
"563",-0.577350269189626
"564",1.11803398874989
"565",NA
"566",NA
"567",-0.577350269189626
"568",0.866025403784439
"569",-1.13032456205628
"570",-0.809556780932202
"571",NA
"572",0.654307567765094
"573",NA
"574",NA
"575",NA
"576",-0.809556780932202
"577",NA
"578",NA
"579",NA
"580",-0.945110931216246
"581",2.23634098500676
"582",NA
"583",NA
"584",NA
"585",NA
"586",NA
"587",1
"588",-0.577350269189626
"589",-0.577350269189626
"590",NA
"591",NA
"592",-0.945110931216246
"593",NA
"594",NA
"595",NA
"596",NA
"597",NA
"598",-0.870571500132014
"599",1.15470053837925
"600",-0.577350269189626
"601",2.14838223286439
"602",0
"603",NA
"604",1.75658546806044
"605",-0.577350269189626
"606",NA
"607",NA
"608",NA
"609",-0.945110931216246
"610",0.333333333333333
"611",NA
"612",-0.908513525158996
"613",0.152746562440038
"614",NA
"615",1.45401681725576
"616",NA
"617",NA
"618",NA
"619",0.333333333333333
"620",-0.866025403784439
"621",1.15470053837925
"622",-0.866025403784439
"623",-0.488788999808122
"624",NA
"625",0.333333333333333
"626",1.30585725019802
"627",-1.09544511501033
"628",-0.809556780932202
"629",0.473514343564118
"630",-0.165260171758799
"631",NA
"632",NA
"633",0.866025403784439
"634",NA
"635",NA
"636",-1.13032456205628
"637",NA
"638",NA
"639",NA
"640",NA
"641",-1.13032456205628
"642",NA
"643",NA
"644",NA
"645",-1
"646",NA
"647",NA
"648",-0.577350269189626
"649",-0.279542623125845
"650",-1
"651",0.991561030552797
"652",-1.11803398874989
"653",-0.577350269189626
"654",NA
"655",-0.145401681725576
"656",2.07735324918452
"657",NA
"658",0.152746562440038
"659",-0.577350269189626
"660",1.15470053837925
"661",0.152746562440038
"662",0.866025403784439
"663",-1.3220813740704
"664",NA
"665",NA
"666",0.866025403784439
"667",-0.577350269189626
"668",-0.577350269189626
"669",1.75658546806044
"670",1.15470053837925
"671",NA
"672",NA
"673",NA
"674",0.654307567765094
"675",NA
"676",0.794282124688198
"677",-0.168021218684042
"678",-1.16666666666667
"679",-0.577350269189626
"680",NA
"681",1.15470053837925
"682",0
"683",NA
"684",-0.809556780932202
"685",1.15470053837925
"686",-1.13032456205628
"687",1.43581768693636
"688",-1.13032456205628
"689",-0.870571500132014
"690",NA
